Feature,CPF,Disting,Distinct,Feat_Length,BR_Label,WB_Label,Feat_Source,Toddler_Access,SD_Toddler_Access_Ratings,N_Toddler_Access_Ratings
associated_with_good_weather,1,D,1,28,encyclopaedic,associated_entity,LLAMA,3.14,1.73,37
associated_with_holidays,1,D,1,24,encyclopaedic,time,MCSM,3.3,1.88,40
associated_with_hot_air_balloons,1,D,1,32,encyclopaedic,associated_entity,MCSM,3.92,2.04,39
associated_with_humans,1,D,1,22,encyclopaedic,associated_entity,MCSM,2.59,2.15,37
associated_with_ice,1,D,1,19,encyclopaedic,associated_entity,LLAMA,4.66,1.74,38
associated_with_knights,1,D,1,23,encyclopaedic,associated_entity,MCSM,3.31,1.93,71
associated_with_lawns,1,D,1,21,encyclopaedic,associated_entity,LLAMA,3.68,1.9,38
associated_with_Lion_King,1,D,1,25,encyclopaedic,associated_abstract_entity,MCSM,4.46,1.8,37
associated_with_measurement,2,D,0.5,27,encyclopaedic,associated_entity,LLAMA,1.87,1.06,39
associated_with_memories,3,ND,0.333,24,encyclopaedic,associated_entity,LLAMA,3.22,1.84,37
associated_with_menstruation,1,D,1,28,encyclopaedic,associated_entity,LLAMA,1.46,1.07,39
associated_with_mommy,1,D,1,21,encyclopaedic,associated_entity,LLAMA,5.97,1.59,33
associated_with_morning,2,D,0.5,23,encyclopaedic,associated_entity,MCSM,3.74,1.62,38
associated_with_morning,2,D,0.5,23,encyclopaedic,time,MCSM,3.74,1.62,38
associated_with_movies/films,1,D,1,28,encyclopaedic,associated_entity,LLAMA,3.89,1.88,37
associated_with_oil,1,D,1,19,encyclopaedic,associated_entity,LLAMA,2.5,1.8,40
associated_with_Olympics,1,D,1,24,encyclopaedic,associated_entity,MCSM,2.59,1.65,39
associated_with_pageants,1,D,1,24,encyclopaedic,associated_entity,MCSM,3.24,2.1,38
associated_with_peanuts,1,D,1,23,encyclopaedic,associated_entity,LLAMA,3.43,1.65,35
associated_with_person_in_charge,1,D,1,32,encyclopaedic,associated_entity,LLAMA,3.23,1.94,40
associated_with_polkas,1,D,1,22,encyclopaedic,associated_entity,MCSM,1.94,1.55,35
associated_with_popcorn,1,D,1,23,encyclopaedic,associated_entity,LLAMA,3.51,1.89,39
associated_with_Popeye,1,D,1,22,encyclopaedic,associated_abstract_entity,MCSM,3.65,2.04,37
associated_with_rain,3,ND,0.333,20,encyclopaedic,associated_entity,LLAMA,5.09,1.67,35
associated_with_religion,4,ND,0.25,24,encyclopaedic,associated_abstract_entity,MCSM,2.67,1.8,40
associated_with_roasting_marshmellows,1,D,1,37,encyclopaedic,associated_entity,LLAMA,3.61,1.86,36
associated_with_rock_and_roll,1,D,1,29,encyclopaedic,associated_abstract_entity,MCSM,3,1.62,37
associated_with_saddles,1,D,1,23,encyclopaedic,associated_entity,MCSM,3.42,1.73,36
associated_with_salt,1,D,1,20,encyclopaedic,associated_entity,LLAMA,2.28,1.37,32
associated_with_Scotland,1,D,1,24,encyclopaedic,associated_entity,MCSM,2.32,1.67,76
associated_with_snakes,1,D,1,22,encyclopaedic,associated_entity,MCSM,3.89,1.82,37
associated_with_sneezing,1,D,1,24,encyclopaedic,associated_entity,MCSM,5.03,1.4,37
associated_with_stamps,1,D,1,22,encyclopaedic,associated_entity,LLAMA,3.26,1.87,39
associated_with_storms,2,D,0.5,22,encyclopaedic,associated_entity,LLAMA,4,2.01,36
associated_with_summer,2,D,0.5,22,encyclopaedic,time,LLAMA,4.54,2.01,37
associated_with_Superman,1,D,1,24,encyclopaedic,associated_abstract_entity,MCSM,4.9,1.89,40
associated_with_swimming_pools,1,D,1,30,encyclopaedic,associated_entity,MCSM,4.61,1.76,38
associated_with_swords,1,D,1,22,encyclopaedic,associated_entity,MCSM,3.12,1.65,40
associated_with_teeth,1,D,1,21,encyclopaedic,associated_entity,LLAMA,3.68,1.96,71
associated_with_The_House_of_God,1,D,1,32,encyclopaedic,associated_abstract_entity,MCSM,3.29,2.26,38
associated_with_Theodore_Roosevelt,1,D,1,34,encyclopaedic,associated_entity,LLAMA,1.73,1.59,37
associated_with_thunder,1,D,1,23,encyclopaedic,associated_entity,LLAMA,4.6,2,40
associated_with_traffic,1,D,1,23,encyclopaedic,associated_entity,LLAMA,2.82,2.12,38
associated_with_training,1,D,1,24,encyclopaedic,time,MCSM,3.43,2.08,35
associated_with_umbrellas,1,D,1,25,encyclopaedic,associated_entity,LLAMA,5.17,1.61,36
associated_with_uncle,1,D,1,21,encyclopaedic,associated_entity,LLAMA,4.66,1.51,35
associated_with_vampires,1,D,1,24,encyclopaedic,associated_entity,MCSM,2.86,1.92,37
associated_with_waves,2,D,0.5,21,encyclopaedic,associated_entity,LLAMA,3.56,1.4,43
associated_with_weather,2,D,0.5,23,encyclopaedic,associated_entity,LLAMA,4.11,1.93,37
associated_with_weeds,2,D,0.5,21,encyclopaedic,associated_entity,LLAMA,3.42,2.14,40
associated_with_winning,1,D,1,23,encyclopaedic,associated_abstract_entity,MCSM,3.77,1.68,39
associated_with_winter,3,ND,0.333,22,encyclopaedic,time,MCSM,5.1,1.85,41
associated_with_witches,1,D,1,23,encyclopaedic,associated_entity,MCSM,3.47,1.99,34
attracts_bees,1,D,1,13,function,action,LLAMA,4.32,1.96,75
becomes_a_butterfly,1,D,1,19,encyclopaedic,systemic_property,MCSM,4.92,1.72,39
beh_-_administers_medicine,1,D,1,26,encyclopaedic,entity_behavior,LLAMA,3.37,1.99,71
beh_-_arrests_people,1,D,1,20,encyclopaedic,entity_behavior,LLAMA,3.94,2.01,36
beh_-_attends_medical_school,1,D,1,28,encyclopaedic,entity_behavior,LLAMA,2.87,1.83,71
beh_-_bahs,3,ND,0.333,10,sound,entity_behavior,MCSM,4.93,1.81,41
beh_-_bakes,1,D,1,11,visual-motion,entity_behavior,LLAMA,5.39,1.71,33
beh_-_bark_peals_off,1,D,1,20,encyclopaedic,entity_behavior,MCSM,2.33,1.44,40
beh_-_barks,2,D,0.5,11,sound,entity_behavior,MCSM,5.78,1.73,36
beh_-_bites,4,ND,0.25,11,visual-motion,entity_behavior,MCSM,4.83,1.73,36
beh_-_blooms,1,D,1,12,encyclopaedic,entity_behavior,LLAMA,3.53,1.76,43
beh_-_branches_droop_down,1,D,1,25,visual-form_and_surface,entity_behavior,MCSM,2.54,1.63,37
beh_-_breathes,2,D,0.5,14,encyclopaedic,entity_behavior,MCSM,4.09,1.95,74
beh_-_builds_dams,1,D,1,17,encyclopaedic,entity_behavior,MCSM,3.21,1.96,38
beh_-_builds_nests,11,ND,0.091,18,encyclopaedic,entity_behavior,MCSM,4.92,1.58,38
beh_-_burrows,2,D,0.5,13,visual-motion,entity_behavior,MCSM,2.76,1.82,70
beh_-_buzzes,4,ND,0.25,12,sound,entity_behavior,MCSM,5.49,1.41,37
beh_-_cannot_fly,7,ND,0.143,16,encyclopaedic,negation,MCSM,3.97,1.83,36
beh_-_cares_for_cows,1,D,1,20,encyclopaedic,entity_behavior,LLAMA,4.5,1.72,40
beh_-_caws,2,D,0.5,10,sound,entity_behavior,MCSM,3.61,1.8,41
beh_-_chases,1,D,1,12,visual-motion,entity_behavior,MCSM,5.01,1.66,77
beh_-_chases_cats,1,D,1,17,visual-motion,entity_behavior,MCSM,5.41,1.53,39
beh_-_chews_on_things,1,D,1,21,visual-motion,entity_behavior,LLAMA,4.78,1.77,36
beh_-_chews_on_wood,1,D,1,19,visual-motion,entity_behavior,MCSM,3.78,1.47,37
beh_-_chirps,7,ND,0.143,12,sound,entity_behavior,MCSM,4.84,1.83,37
beh_-_climbs,2,D,0.5,12,visual-motion,entity_behavior,MCSM,4.61,2.1,36
beh_-_climbs_ladders,1,D,1,20,encyclopaedic,entity_behavior,LLAMA,4.81,2.09,37
beh_-_climbs_trees,5,ND,0.2,18,visual-motion,entity_behavior,MCSM,5.08,1.38,37
beh_-_clucks,2,D,0.5,12,sound,entity_behavior,MCSM,5.53,1.64,38
beh_-_cocoons,1,D,1,13,encyclopaedic,entity_behavior,MCSM,3.39,1.88,41
beh_-_communicates,1,D,1,18,sound,entity_behavior,MCSM,2.36,1.43,33
beh_-_cooks,1,D,1,11,visual-motion,entity_behavior,LLAMA,5.06,1.57,78
beh_-_coos,1,D,1,10,sound,entity_behavior,MCSM,3.33,1.69,39
beh_-_crawls,6,ND,0.167,12,visual-motion,entity_behavior,MCSM,4.97,2.2,36
beh_-_cries,1,D,1,11,sound,entity_behavior,LLAMA,6.17,1.34,36
beh_-_croaks,2,D,0.5,12,sound,entity_behavior,MCSM,4.5,1.86,36
beh_-_crows,1,D,1,11,sound,entity_behavior,MCSM,3.95,1.99,38
beh_-_cuts_down_trees,1,D,1,21,encyclopaedic,entity_behavior,MCSM,3,1.87,38
beh_-_delivers_letters,1,D,1,22,encyclopaedic,entity_behavior,LLAMA,4.68,2.05,38
beh_-_delivers_mail,1,D,1,19,encyclopaedic,entity_behavior,LLAMA,4.89,2.02,71
beh_-_delivers_packages,1,D,1,23,encyclopaedic,entity_behavior,LLAMA,5.07,1.59,81
beh_-_digs_holes,3,ND,0.333,16,visual-motion,entity_behavior,MCSM,4.14,1.72,35
beh_-_does_tricks,2,D,0.5,17,encyclopaedic,entity_behavior,MCSM,4.61,1.66,36
beh_-_drinks,1,D,1,12,visual-motion,entity_behavior,MCSM,3.66,2.06,41
beh_-_drinks_from_a_bottle,1,D,1,26,encyclopaedic,entity_behavior,LLAMA,6.37,1,38
beh_-_drinks_water,2,D,0.5,18,visual-motion,entity_behavior,MCSM,4.7,1.64,40
beh_-_drives_a_mail_truck,1,D,1,25,encyclopaedic,entity_behavior,LLAMA,4.75,1.54,36
beh_-_drives_police_cars,1,D,1,24,visual-motion,entity_behavior,LLAMA,4.7,2.08,40
beh_-_eats,41,ND,0.024,10,visual-motion,entity_behavior,MCSM,5.4,1.62,72
beh_-_eats_animals,2,D,0.5,18,visual-motion,entity_behavior,MCSM,3.7,2.11,40
beh_-_eats_anything,1,D,1,19,visual-motion,entity_behavior,MCSM,3.53,1.58,36
beh_-_eats_bananas,3,ND,0.333,18,visual-motion,entity_behavior,MCSM,5.53,1.46,36
beh_-_eats_bugs,1,D,1,15,visual-motion,entity_behavior,MCSM,4.15,2.13,39
beh_-_eats_carrots,3,ND,0.333,18,visual-motion,entity_behavior,MCSM,5.45,1.39,38
beh_-_eats_cheese,1,D,1,17,visual-motion,entity_behavior,MCSM,5.03,1.73,40
beh_-_eats_clothing,1,D,1,19,visual-motion,entity_behavior,MCSM,2.36,1.58,39
beh_-_eats_dead_flesh,2,D,0.5,21,visual-motion,entity_behavior,MCSM,2.21,1.59,39
beh_-_eats_fish,7,ND,0.143,15,visual-motion,entity_behavior,MCSM,3.47,1.61,38
beh_-_eats_fish_food,1,D,1,20,visual-motion,entity_behavior,MCSM,5.11,1.87,38
beh_-_eats_flies,3,ND,0.333,16,visual-motion,entity_behavior,MCSM,3.95,1.49,37
beh_-_eats_garbage,5,ND,0.2,18,visual-motion,entity_behavior,MCSM,3.78,1.82,36
beh_-_eats_grain,1,D,1,16,visual-motion,entity_behavior,MCSM,3.16,1.79,38
beh_-_eats_grass,7,ND,0.143,16,visual-motion,entity_behavior,MCSM,4.55,1.88,42
beh_-_eats_hay,1,D,1,14,visual-motion,entity_behavior,MCSM,4.51,1.48,37
beh_-_eats_insects,5,ND,0.2,18,visual-motion,entity_behavior,MCSM,3.83,1.76,36
beh_-_eats_leaves,3,ND,0.333,17,visual-motion,entity_behavior,MCSM,3.78,2.06,36
beh_-_eats_mice,3,ND,0.333,15,visual-motion,entity_behavior,MCSM,2.94,1.78,35
beh_-_eats_nuts,2,D,0.5,15,visual-motion,entity_behavior,MCSM,4.23,1.68,39
beh_-_eats_peanuts,2,D,0.5,18,visual-motion,entity_behavior,MCSM,4.66,1.58,38
beh_-_eats_people,2,D,0.5,17,visual-motion,entity_behavior,MCSM,2.51,1.52,37
beh_-_eats_rodents,3,ND,0.333,18,visual-motion,entity_behavior,MCSM,2.95,1.9,75
beh_-_eats_seeds,3,ND,0.333,16,visual-motion,entity_behavior,MCSM,4.07,1.79,41
beh_-_eats_small_animals,1,D,1,24,visual-motion,entity_behavior,MCSM,3.05,1.88,41
beh_-_eats_water_plants,1,D,1,23,visual-motion,entity_behavior,MCSM,2.21,1.49,34
beh_-_eats_worms,4,ND,0.25,16,visual-motion,entity_behavior,MCSM,4.16,1.82,74
beh_-_enforces_law,1,D,1,18,encyclopaedic,entity_behavior,LLAMA,3.78,1.86,37
beh_-_fans_tail_feathers,1,D,1,24,visual-motion,entity_behavior,MCSM,3.34,1.8,41
beh_-_feeds_children,1,D,1,20,visual-motion,entity_behavior,LLAMA,4.95,1.73,74
beh_-_flies,49,ND,0.02,11,visual-motion,entity_behavior,MCSM,5.55,1.84,74
beh_-_forms_a_crowd,1,D,1,19,encyclopaedic,entity_behavior,LLAMA,3.45,2.14,77
beh_-_gives_birth,2,D,0.5,17,encyclopaedic,entity_behavior,LLAMA,3.62,1.84,40
beh_-_gobbles,1,D,1,13,sound,entity_behavior,MCSM,4.74,2.03,34
beh_-_goes_to_school,1,D,1,20,encyclopaedic,entity_behavior,LLAMA,5.15,1.7,40
beh_-_grows,7,ND,0.143,11,encyclopaedic,entity_behavior,LLAMA,4.54,1.73,39
beh_-_hates_red,1,D,1,15,encyclopaedic,entity_behavior,MCSM,3.27,2.01,41
beh_-_heals,1,D,1,11,encyclopaedic,entity_behavior,LLAMA,3.26,1.62,42
beh_-_helps_parents,1,D,1,19,encyclopaedic,entity_behavior,LLAMA,4.83,2.05,36
beh_-_helps_people,4,ND,0.25,18,encyclopaedic,entity_behavior,LLAMA,5.13,1.7,71
beh_-_herds,1,D,1,11,function,entity_behavior,LLAMA,2.32,1.14,38
beh_-_hibernates,3,ND,0.333,16,encyclopaedic,entity_behavior,MCSM,3.23,1.72,35
beh_-_honks,1,D,1,11,sound,entity_behavior,MCSM,4.5,1.94,38
beh_-_hoots,1,D,1,11,sound,entity_behavior,MCSM,4.78,1.66,36
beh_-_hops,5,ND,0.2,10,visual-motion,entity_behavior,MCSM,5.95,1.27,74
beh_-_howls,2,D,0.5,11,sound,entity_behavior,MCSM,4.69,1.47,39
beh_-_howls_at_moon,1,D,1,19,sound,entity_behavior,LLAMA,4.24,1.95,33
beh_-_hunts,6,ND,0.167,11,encyclopaedic,entity_behavior,MCSM,2.97,1.78,39
beh_-_is_attracted_to_light,1,D,1,27,encyclopaedic,entity_behavior,MCSM,3.11,1.69,35
beh_-_is_nocturnal,3,ND,0.333,18,encyclopaedic,entity_behavior,MCSM,2.47,1.72,36
beh_-_is_quiet,1,D,1,14,sound,entity_behavior,MCSM,3.62,1.98,39
beh_-_jumps,5,ND,0.2,11,visual-motion,entity_behavior,MCSM,5.35,1.98,37
beh_-_kills,1,D,1,11,encyclopaedic,entity_behavior,MCSM,2.14,1.46,37
beh_-_kills_people,1,D,1,18,encyclopaedic,entity_behavior,MCSM,1.91,1.65,33
beh_-_laughs,1,D,1,12,sound,entity_behavior,MCSM,3.76,2.31,38
beh_-_lays_blue_eggs,1,D,1,20,encyclopaedic,entity_behavior,MCSM,3.36,1.76,36
beh_-_lays_eggs,35,ND,0.029,15,encyclopaedic,entity_behavior,MCSM,4.43,1.65,42
beh_-_lays_large_eggs,1,D,1,21,encyclopaedic,entity_behavior,MCSM,3.68,2.01,38
beh_-_learns,1,D,1,12,encyclopaedic,entity_behavior,LLAMA,3.97,1.52,38
beh_-_likes_flowers,1,D,1,19,encyclopaedic,entity_behavior,MCSM,3.82,2.18,38
beh_-_loses_leaves_in_the_fall,1,D,1,30,encyclopaedic,entity_behavior,MCSM,3.31,1.78,39
beh_-_makes_loud_noises,2,D,0.5,23,sound,entity_behavior,MCSM,4.51,1.74,37
beh_-_makes_noises,2,D,0.5,18,sound,entity_behavior,MCSM,5.48,1.66,33
beh_-_makes_people_laugh,1,D,1,24,function,entity_behavior,LLAMA,5.19,1.65,36
beh_-_meows,2,D,0.5,11,sound,entity_behavior,MCSM,6.12,1.14,40
beh_-_migrates,5,ND,0.2,14,encyclopaedic,entity_behavior,MCSM,2.39,1.71,70
beh_-_moos,2,D,0.5,10,sound,entity_behavior,MCSM,6.08,1.52,37
beh_-_oinks,1,D,1,11,sound,entity_behavior,MCSM,6.14,1.15,36
beh_-_patrols,1,D,1,13,encyclopaedic,entity_behavior,LLAMA,3.1,1.82,39
beh_-_pecks,1,D,1,11,visual-motion,entity_behavior,MCSM,3.79,1.79,38
beh_-_performs_surgery,1,D,1,22,encyclopaedic,entity_behavior,LLAMA,3.03,1.81,66
beh_-_plays,3,ND,0.333,11,visual-motion,entity_behavior,LLAMA,5.76,1.59,37
beh_-_plays_sports,1,D,1,18,visual-motion,entity_behavior,LLAMA,4.16,1.97,37
beh_-_plays_with_children,1,D,1,25,encyclopaedic,entity_behavior,LLAMA,5.29,1.76,69
beh_-_plays_with_dolls,1,D,1,22,visual-motion,entity_behavior,LLAMA,5.76,1.67,41
beh_-_pollinates_flowers,2,D,0.5,24,visual-motion,entity_behavior,MCSM,2.28,1.56,36
beh_-_prescribes_medicine,1,D,1,25,encyclopaedic,entity_behavior,LLAMA,3.9,2.1,72
beh_-_produces_fruit,1,D,1,20,encyclopaedic,entity_behavior,LLAMA,4.46,1.56,37
beh_-_produces_manure,3,ND,0.333,21,visual-motion,entity_behavior,MCSM,2.46,1.79,37
beh_-_produces_milk,2,D,0.5,19,visual-motion,entity_behavior,MCSM,4.24,2.01,37
beh_-_produces_offspring,5,ND,0.2,24,encyclopaedic,entity_behavior,MCSM,2.97,2.03,38
beh_-_produces_oxygen,2,D,0.5,21,function,entity_behavior,LLAMA,1.68,1.31,37
beh_-_produces_poison,1,D,1,21,encyclopaedic,entity_behavior,MCSM,3.05,1.65,40
beh_-_produces_pollen,2,D,0.5,21,encyclopaedic,entity_behavior,MCSM,1.81,1.6,37
beh_-_protects_people,2,D,0.5,21,encyclopaedic,entity_behavior,LLAMA,4.71,2.01,38
beh_-_purrs,2,D,0.5,11,sound,entity_behavior,MCSM,5.79,1.37,42
beh_-_puts_children_to_bed,1,D,1,26,visual-motion,entity_behavior,LLAMA,4.43,1.79,37
beh_-_puts_holes_in_trees,1,D,1,25,visual-motion,entity_behavior,MCSM,3.95,1.92,38
beh_-_puts_out_fire,1,D,1,19,encyclopaedic,entity_behavior,LLAMA,5.25,1.88,40
beh_-_quacks,1,D,1,12,sound,entity_behavior,MCSM,6.11,1.13,37
beh_-_rattles,1,D,1,13,sound,entity_behavior,MCSM,4.18,2.08,39
beh_-_rescues_people,1,D,1,20,encyclopaedic,entity_behavior,LLAMA,4.85,1.83,39
beh_-_rides_horses,1,D,1,18,visual-motion,entity_behavior,LLAMA,5.11,1.71,37
beh_-_rides_on_firetrucks,1,D,1,25,encyclopaedic,entity_behavior,LLAMA,5.69,1.54,71
beh_-_roars,2,D,0.5,11,sound,entity_behavior,MCSM,5.77,1.44,39
beh_-_runs,5,ND,0.2,10,visual-motion,entity_behavior,MCSM,5.27,1.71,37
beh_-_runs_fast,3,ND,0.333,15,visual-motion,entity_behavior,MCSM,4.61,1.92,38
beh_-_runs_on_wheels,1,D,1,20,visual-motion,entity_behavior,MCSM,4.32,1.96,37
beh_-_screeches,1,D,1,15,sound,entity_behavior,MCSM,3.06,1.73,35
beh_-_sees_its_shadow,1,D,1,21,encyclopaedic,entity_behavior,MCSM,3.54,1.73,39
beh_-_sees_well,1,D,1,15,encyclopaedic,entity_behavior,MCSM,2.85,1.5,33
beh_-_shoots_ink,2,D,0.5,16,visual-motion,entity_behavior,MCSM,2.95,1.52,40
beh_-_shoots_quills,1,D,1,19,visual-motion,entity_behavior,MCSM,2.37,1.51,38
beh_-_sings,12,ND,0.083,11,sound,entity_behavior,MCSM,4.97,2.02,37
beh_-_sits_on_lily_pads,1,D,1,23,encyclopaedic,entity_behavior,MCSM,4.33,1.69,39
beh_-_sleeps_upside_down,1,D,1,24,encyclopaedic,entity_behavior,MCSM,3.94,1.64,33
beh_-_slithers,3,ND,0.333,14,visual-motion,entity_behavior,MCSM,4.22,1.95,37
beh_-_soars,1,D,1,11,visual-motion,entity_behavior,MCSM,3.18,1.71,39
beh_-_spins_webs,1,D,1,16,visual-motion,entity_behavior,MCSM,5.34,1.56,41
beh_-_spits,1,D,1,11,visual-motion,entity_behavior,MCSM,3.33,2.06,39
beh_-_spouts_water,1,D,1,18,visual-motion,entity_behavior,MCSM,4.39,1.48,36
beh_-_sprays_when_in_danger,1,D,1,27,visual-motion,entity_behavior,MCSM,3.5,2.12,36
beh_-_squawks,1,D,1,13,sound,entity_behavior,MCSM,4.36,1.8,33
beh_-_squeaks,1,D,1,13,sound,entity_behavior,MCSM,5.05,1.67,37
beh_-_squeals,1,D,1,13,sound,entity_behavior,MCSM,4.56,1.83,71
beh_-_stains,2,D,0.5,12,encyclopaedic,entity_behavior,MCSM,3,1.84,39
beh_-_stands_on_one_leg,1,D,1,23,encyclopaedic,entity_behavior,MCSM,4.11,1.91,35
beh_-_sticks_head_in_sand,1,D,1,25,visual-motion,entity_behavior,MCSM,3.42,1.88,40
beh_-_stings,3,ND,0.333,12,visual-motion,entity_behavior,MCSM,4.51,1.54,37
beh_-_stores_water,1,D,1,18,encyclopaedic,entity_behavior,MCSM,2.86,1.7,35
beh_-_strangles_prey,1,D,1,20,visual-motion,entity_behavior,MCSM,2.13,1.47,71
beh_-_suckles_milk,1,D,1,18,visual-motion,entity_behavior,MCSM,3.16,1.94,38
beh_-_sucks_blood,1,D,1,17,visual-motion,entity_behavior,MCSM,2.3,1.51,37
beh_-_swims,36,ND,0.028,11,visual-motion,entity_behavior,MCSM,5.1,1.54,42
beh_-_swims_fast,1,D,1,16,visual-motion,entity_behavior,MCSM,4.97,1.71,39
beh_-_swims_in_schools,1,D,1,22,visual-motion,entity_behavior,MCSM,3.33,1.53,39
beh_-_swings_from_trees,2,D,0.5,23,visual-motion,entity_behavior,MCSM,5.2,1.67,40
beh_-_takes_care_of_patients,1,D,1,28,encyclopaedic,entity_behavior,LLAMA,4.14,1.97,37
beh_-_talks,3,ND,0.333,11,sound,entity_behavior,MCSM,4.45,2.06,38
beh_-_teaches,1,D,1,13,encyclopaedic,entity_behavior,LLAMA,4.72,1.47,36
beh_-_travels_in_herds,5,ND,0.2,22,visual-motion,entity_behavior,MCSM,3.02,1.49,40
beh_-_uses_handcuffs,1,D,1,20,encyclopaedic,entity_behavior,LLAMA,3.65,1.98,79
beh_-_uses_litter_box,1,D,1,21,encyclopaedic,entity_behavior,LLAMA,4.56,1.94,70
beh_-_uses_radar_to_navigate,1,D,1,28,encyclopaedic,entity_behavior,MCSM,2.27,1.66,41
beh_-_waddles,2,D,0.5,13,visual-motion,entity_behavior,MCSM,4.11,1.94,36
beh_-_walks,2,D,0.5,11,visual-motion,entity_behavior,MCSM,5.05,1.86,39
beh_-_walks_sideways,1,D,1,20,visual-motion,entity_behavior,MCSM,3.39,1.92,75
beh_-_walks_slowly,1,D,1,18,visual-motion,entity_behavior,MCSM,5.05,1.77,38
beh_-_watches_children,2,D,0.5,22,encyclopaedic,entity_behavior,LLAMA,4.78,1.81,37
beh_-_wears_a_white_coat,1,D,1,24,visual-form_and_surface,entity_behavior,LLAMA,5.03,1.82,38
beh_-_wears_boots,1,D,1,17,visual-form_and_surface,entity_behavior,LLAMA,4.97,1.55,39
beh_-_wears_costumes,1,D,1,20,visual-form_and_surface,entity_behavior,LLAMA,4.69,1.26,36
beh_-_wears_face_paint,1,D,1,22,visual-form_and_surface,entity_behavior,LLAMA,4.16,2.02,37
beh_-_wears_hats,2,D,0.5,16,visual-form_and_surface,entity_behavior,LLAMA,5.62,1.46,37
beh_-_wears_makeup,2,D,0.5,18,visual-form_and_surface,entity_behavior,LLAMA,3.66,1.7,38
beh_-_wears_spurs,1,D,1,17,visual-form_and_surface,entity_behavior,LLAMA,3.38,1.59,37
beh_-_wears_white_uniform,1,D,1,25,visual-form_and_surface,entity_behavior,LLAMA,3.61,1.87,36
beh_-_wears_wigs,1,D,1,16,visual-form_and_surface,entity_behavior,LLAMA,3.15,1.71,74
beh_-_wiggles,1,D,1,13,visual-motion,entity_behavior,MCSM,5.06,1.89,35
beh_-_will_snap_at_people,1,D,1,25,visual-motion,entity_behavior,MCSM,3.11,1.82,36
beh_-_works,1,D,1,11,encyclopaedic,entity_behavior,LLAMA,5.53,1.56,68
beh_-_works_at_hospital,2,D,0.5,23,encyclopaedic,entity_behavior,LLAMA,4.45,1.85,106
beh_-_works_at_post_office,1,D,1,26,encyclopaedic,entity_behavior,LLAMA,4.35,1.68,78
beh_-_works_at_schools,1,D,1,22,encyclopaedic,entity_behavior,LLAMA,5.12,1.57,76
beh_-_works_for_government,1,D,1,26,encyclopaedic,entity_behavior,LLAMA,2.33,1.75,76
beh_-_works_in_a_circus,1,D,1,23,encyclopaedic,entity_behavior,LLAMA,5.29,1.69,70
beh_-_works_on_a_ranch,1,D,1,22,encyclopaedic,entity_behavior,LLAMA,4.12,1.78,75
beh_-_works_with_babies,1,D,1,23,encyclopaedic,entity_behavior,LLAMA,5.33,1.74,33
beh_-_works_with_children,1,D,1,25,encyclopaedic,entity_behavior,LLAMA,4.85,2.06,71
beh_-_writes_prescriptions,1,D,1,26,function,entity_behavior,LLAMA,2.78,2.05,77
beh_-_writes_tickets,1,D,1,20,encyclopaedic,entity_behavior,LLAMA,2.72,1.87,76
bends,6,ND,0.167,5,function,action,LLAMA,5.12,1.81,74
bought/sold_at_McDonalds,1,D,1,24,encyclopaedic,location,LLAMA,5.33,1.93,72
bought/sold_in_hardware_stores,1,D,1,30,encyclopaedic,location,MCSM,2.77,1.86,40
bought/sold_in_stores,6,ND,0.167,21,encyclopaedic,location,MCSM,4.62,1.82,73
carries_disease,1,D,1,15,encyclopaedic,systemic_property,MCSM,2.45,1.66,40
causes_allergies,1,D,1,16,encyclopaedic,contingency,MCSM,1.97,1.38,37
causes_bad_breath,2,D,0.5,17,encyclopaedic,contingency,MCSM,3.34,2.11,38
causes_burns,1,D,1,12,encyclopaedic,entity_behavior,LLAMA,NA,NA,NA
causes_cancer,2,D,0.5,13,encyclopaedic,contingency,MCSM,1.83,1.44,35
causes_crying/tears,1,D,1,19,encyclopaedic,contingency,MCSM,3.81,1.85,36
causes_disease,1,D,1,14,encyclopaedic,contingency,MCSM,2.33,1.77,40
causes_flooding,1,D,1,15,encyclopaedic,contingency,LLAMA,2.55,1.55,38
causes_freezer_burn,1,D,1,19,encyclopaedic,contingency,MCSM,2.24,1.52,37
causes_gas,1,D,1,10,encyclopaedic,contingency,MCSM,2.21,1.7,39
causes_itching,1,D,1,14,encyclopaedic,contingency,MCSM,3.97,2.01,34
causes_pollution,1,D,1,16,encyclopaedic,contingency,MCSM,2.16,1.69,38
chased_by_dogs,1,D,1,14,encyclopaedic,associated_entity,LLAMA,3.25,1.96,36
cheese_flavoured,1,D,1,16,taste,internal_surface_property,LLAMA,3.69,1.97,36
chocolate_flavored,6,ND,0.167,18,taste,internal_surface_property,LLAMA,5.83,1.21,36
clothing,39,ND,0.026,8,taxonomic,superordinate,MCSM,5.68,1.53,38
collected_by_garbage_man,2,D,0.5,24,encyclopaedic,action,LLAMA,5.38,1.3,37
comes_from_a_bulb,1,D,1,17,encyclopaedic,origin,LLAMA,3.53,2.04,38
comes_from_a_caterpillar,1,D,1,24,encyclopaedic,origin,MCSM,3.43,1.64,37
comes_from_a_cocoon,1,D,1,19,encyclopaedic,origin,MCSM,3.51,1.92,35
comes_from_animals,1,D,1,18,encyclopaedic,origin,LLAMA,3.58,1.87,38
comes_from_birds,1,D,1,16,encyclopaedic,origin,LLAMA,4.26,1.83,39
comes_from_chicken,1,D,1,18,encyclopaedic,origin,LLAMA,2.86,1.74,36
